,KUERZUNGEN,GDE_NAME,BETRIEBE_TOTAL,KUERZUNGEN_BETRAG_AVG,ABJ_KANTON,GDE_CLEAN
1368,9.0,Ormont-Dessus,55,81.30601092896175,VD,Ormont-Dessus
1369,2.0,Roche (VD),10,86.11060606060606,VD,Roche
1370,1.0,Villeneuve (VD),14,61.224489795918366,VD,Villeneuve
1371,5.0,Yvorne,36,81.25714285714287,VD,Yvorne
1372,11.0,Apples,20,347.8529411764706,VD,Apples
1373,3.0,Aubonne,25,64.38202247191012,VD,Aubonne
1374,5.0,Ballens,12,175.6341463414634,VD,Ballens
1375,6.0,Berolle,13,83.36666666666666,VD,Berolle
1376,1.0,Bière,37,4.237288135593221,VD,Bière
1377,5.0,Féchy,14,35.958333333333336,VD,Féchy
1378,7.0,Gimel,19,321.81538461538463,VD,Gimel
1379,4.0,Longirod,17,38.333333333333336,VD,Longirod
1380,0.0,Marchissy,15,0.0,VD,Marchissy
1381,6.0,Mollens (VD),18,81.25,VD,Mollens
1382,3.0,Montherod,12,155.48387096774192,VD,Montherod
1383,3.0,Saint-George,9,78.75,VD,Saint-George
1384,7.0,Saint-Livres,16,73.95238095238095,VD,Saint-Livres
1385,5.0,Saint-Oyens,7,163.88888888888889,VD,Saint-Oyens
1386,3.0,Avenches,34,3.6210526315789475,VD,Avenches
1387,7.0,Cudrefin,24,51.93333333333333,VD,Cudrefin
1388,0.0,Faoug,7,0.0,VD,Faoug
1389,11.0,Vully-les-Lacs,61,37.86057692307692,VD,Vully-les-Lacs
1390,5.0,Bettens,14,70.90384615384616,VD,Bettens
1391,1.0,Bournens,8,152.90322580645162,VD,Bournens
1392,3.0,Boussens,8,174.0,VD,Boussens
1393,3.0,La Chaux (Cossonay),14,19.565217391304348,VD,La Chaux
1394,2.0,Chavannes-le-Veyron,8,62.206896551724135,VD,Chavannes-le-Veyron
1395,2.0,Chevilly,8,46.15384615384615,VD,Chevilly
1396,4.0,Cossonay,13,84.84,VD,Cossonay
1397,1.0,Cottens (VD),11,11.764705882352942,VD,Cottens
1398,1.0,Cuarnens,18,2.235294117647059,VD,Cuarnens
1399,0.0,Daillens,14,0.0,VD,Daillens
1400,3.0,Eclépens,13,140.38750000000002,VD,Eclépens
1401,10.0,Gollion,12,1061.8636363636363,VD,Gollion
1402,4.0,Grancy,12,190.83333333333334,VD,Grancy
1403,4.0,L'Isle,22,31.53846153846154,VD,L'Isle
1404,2.0,Lussery-Villars,8,164.82142857142858,VD,Lussery-Villars
1405,2.0,Moiry,10,26.3625,VD,Moiry
1406,3.0,Mont-la-Ville,14,8.181818181818182,VD,Mont-la-Ville
1407,6.0,Montricher,22,33.548780487804876,VD,Montricher
1408,1.0,Orny,9,3.25,VD,Orny
1409,2.0,Pampigny,22,79.92592592592592,VD,Pampigny
1410,1.0,Pompaples,9,7.142857142857143,VD,Pompaples
1411,1.0,La Sarraz,7,2.216666666666667,VD,La Sarraz
1412,0.0,Senarclens,9,0.0,VD,Senarclens
1413,0.0,Sévery,7,0.0,VD,Sévery
1414,1.0,Sullens,8,56.07142857142857,VD,Sullens
1415,7.0,Assens,16,475.7203703703704,VD,Assens
1416,6.0,Bottens,16,88.96727272727273,VD,Bottens
1417,3.0,Echallens,20,126.05454545454545,VD,Echallens
1418,4.0,Essertines-sur-Yverdon,24,38.65714285714286,VD,Essertines-sur-Yverdon
1419,0.0,Etagnières,9,0.0,VD,Etagnières
1420,2.0,Fey,12,8.953488372093023,VD,Fey
1421,1.0,Froideville,7,203.57142857142858,VD,Froideville
1422,1.0,Oulens-sous-Echallens,14,3.8461538461538463,VD,Oulens-sous-Echallens
1423,3.0,Pailly,13,21.925,VD,Pailly
1424,1.0,Penthéréaz,10,89.28947368421052,VD,Penthéréaz
1425,2.0,Poliez-Pittet,9,24.200000000000003,VD,Poliez-Pittet
1426,1.0,Saint-Barthélemy (VD),13,13.365384615384615,VD,Saint-Barthélemy
1427,9.0,Villars-le-Terroir,27,80.39242424242424,VD,Villars-le-Terroir
1428,2.0,Vuarrens,24,48.93827160493827,VD,Vuarrens
1429,7.0,Montilliez,35,438.8279279279279,VD,Montilliez
1430,6.0,Goumoëns,22,98.41477272727273,VD,Goumoëns
1431,3.0,Bonvillars,15,28.058823529411764,VD,Bonvillars
1432,4.0,Bullet,16,250.33870967741936,VD,Bullet
1433,1.0,Champagne,8,208.5,VD,Champagne
1434,1.0,Concise,14,16.304347826086957,VD,Concise
1435,1.0,Corcelles-près-Concise,8,33.5625,VD,Corcelles-près-Concise
1436,1.0,Fiez,9,85.5909090909091,VD,Fiez
1437,1.0,Giez,10,20.52,VD,Giez
1438,2.0,Grandson,11,75.0,VD,Grandson
1439,1.0,Mauborget,9,1.5151515151515151,VD,Mauborget
1440,1.0,Mutrux,8,13.793103448275861,VD,Mutrux
1441,4.0,Onnens (VD),8,158.71071428571426,VD,Onnens
1442,1.0,Provence,47,1.183431952662722,VD,Provence
1443,16.0,Sainte-Croix,41,428.09756944444445,VD,Sainte-Croix
1444,6.0,Tévenon,14,60.627450980392155,VD,Tévenon
1445,3.0,Cheseaux-sur-Lausanne,10,122.66,VD,Cheseaux-sur-Lausanne
1446,1.0,Lausanne,19,10.075000000000001,VD,Lausanne
1447,6.0,Le Mont-sur-Lausanne,16,128.46875,VD,Le Mont-sur-Lausanne
1448,2.0,Chexbres,13,24.931818181818183,VD,Chexbres
1449,8.0,Forel (Lavaux),42,55.56142857142857,VD,Forel
1450,4.0,Lutry,19,39.7235294117647,VD,Lutry
1451,11.0,Puidoux,64,32.53931818181818,VD,Puidoux
1452,2.0,Rivaz,16,14.285714285714286,VD,Rivaz
1453,8.0,Savigny,30,516.2208333333333,VD,Savigny
1454,13.0,Bourg-en-Lavaux,77,37.42322097378277,VD,Bourg-en-Lavaux
1455,3.0,Aclens,10,174.28571428571428,VD,Aclens
1456,1.0,Bremblens,11,1.8518518518518519,VD,Bremblens
1457,3.0,Clarmont,11,15.779310344827588,VD,Clarmont
1458,4.0,Denens,14,18.333333333333332,VD,Denens
1459,2.0,Echandens,7,119.04761904761905,VD,Echandens
1460,6.0,Echichens,41,30.842105263157894,VD,Echichens
1461,1.0,Etoy,12,4.878048780487805,VD,Etoy
1462,1.0,Lavigny,10,18.620689655172413,VD,Lavigny
1463,3.0,Saint-Prex,12,59.08695652173913,VD,Saint-Prex
1464,2.0,Vaux-sur-Morges,10,6.944444444444445,VD,Vaux-sur-Morges
1465,4.0,Villars-sous-Yens,11,59.317499999999995,VD,Villars-sous-Yens
1466,3.0,Vullierens,13,6.25,VD,Vullierens
1467,2.0,Yens,20,34.375,VD,Yens
1468,1.0,Bussy-sur-Moudon,10,12.433333333333334,VD,Bussy-sur-Moudon
1469,3.0,Chavannes-sur-Moudon,15,69.65384615384616,VD,Chavannes-sur-Moudon
1470,3.0,Curtilles,9,88.18181818181819,VD,Curtilles
1471,3.0,Dompierre (VD),12,39.88095238095238,VD,Dompierre
1472,1.0,Hermenches,11,75.0,VD,Hermenches
1473,9.0,Lovatens,10,257.77777777777777,VD,Lovatens
1474,10.0,Lucens,49,65.25146198830409,VD,Lucens
1475,5.0,Moudon,21,182.06578947368422,VD,Moudon
1476,0.0,Ogens,9,0.0,VD,Ogens
1477,2.0,Villars-le-Comte,8,102.85714285714286,VD,Villars-le-Comte
1478,6.0,Montanaire,82,17.293233082706767,VD,Montanaire
1479,2.0,Arzier-Le Muids,17,215.26296296296297,VD,Arzier-Le Muids
1480,1.0,Bassins,31,3.658536585365854,VD,Bassins
1481,0.0,Begnins,17,0.0,VD,Begnins
1482,1.0,Bogis-Bossey,7,13.333333333333334,VD,Bogis-Bossey
1483,0.0,Borex,8,0.0,VD,Borex
1484,1.0,Commugny,11,5.882352941176471,VD,Commugny
1485,2.0,Duillier,8,90.58064516129032,VD,Duillier
1486,1.0,Eysins,7,2.357142857142857,VD,Eysins
1487,1.0,Founex,11,61.53846153846154,VD,Founex
1488,0.0,Genolier,9,0.0,VD,Genolier
1489,2.0,Gingins,9,11.38888888888889,VD,Gingins
1490,2.0,Givrins,11,146.825,VD,Givrins
1491,3.0,Gland,10,16.486486486486488,VD,Gland
1492,0.0,Grens,8,0.0,VD,Grens
1493,2.0,Nyon,8,33.32678571428571,VD,Nyon
1494,2.0,La Rippe,16,85.53571428571429,VD,La Rippe
1495,2.0,Signy-Avenex,9,43.83870967741935,VD,Signy-Avenex
1496,2.0,Trélex,16,33.613207547169814,VD,Trélex
1497,3.0,Le Vaud,13,25.645454545454548,VD,Le Vaud
1498,0.0,Agiez,9,0.0,VD,Agiez
1499,5.0,Arnex-sur-Orbe,27,80.16470588235295,VD,Arnex-sur-Orbe
1500,4.0,Ballaigues,12,398.22727272727275,VD,Ballaigues
1501,7.0,Baulmes,27,52.525252525252526,VD,Baulmes
1502,2.0,Bavois,19,79.21875,VD,Bavois
1503,2.0,Bofflens,10,26.575757575757574,VD,Bofflens
1504,3.0,Bretonnières,8,142.484375,VD,Bretonnières
1505,5.0,Chavornay,35,155.63636363636363,VD,Chavornay
1506,2.0,Juriens,10,112.61538461538461,VD,Juriens
1507,0.0,Lignerolle,11,0.0,VD,Lignerolle
1508,4.0,Montcherand,8,60.714285714285715,VD,Montcherand
1509,6.0,Orbe,16,142.55094339622642,VD,Orbe
1510,2.0,La Praz,8,459.96875,VD,La Praz
1511,0.0,Premier,7,0.0,VD,Premier
1512,4.0,Rances,13,194.7,VD,Rances
1513,3.0,Valeyres-sous-Rances,17,47.03225806451613,VD,Valeyres-sous-Rances
1514,2.0,Vallorbe,17,22.65625,VD,Vallorbe
1515,1.0,Vaulion,20,4.333333333333333,VD,Vaulion
1516,2.0,Vuiteboeuf,11,66.73170731707317,VD,Vuiteboeuf
1517,1.0,Corcelles-le-Jorat,13,21.73913043478261,VD,Corcelles-le-Jorat
1518,1.0,Maracon,7,79.20833333333333,VD,Maracon
1519,6.0,Ropraz,12,491.15,VD,Ropraz
1520,0.0,Vulliens,19,0.0,VD,Vulliens
1521,3.0,Jorat-Menthue,29,338.0673076923077,VD,Jorat-Menthue
1522,13.0,Oron,64,338.4004424778761,VD,Oron
1523,10.0,Jorat-Mézières,31,422.1432291666667,VD,Jorat-Mézières
1524,2.0,Champtauroz,8,172.0,VD,Champtauroz
1525,3.0,Chevroux,10,302.91999999999996,VD,Chevroux
1526,3.0,Corcelles-près-Payerne,38,42.58507462686567,VD,Corcelles-près-Payerne
1527,7.0,Grandcour,29,87.26633663366336,VD,Grandcour
1528,2.0,Missy,22,219.0527397260274,VD,Missy
1529,8.0,Payerne,36,140.9918699186992,VD,Payerne
1530,2.0,Trey,12,23.863636363636363,VD,Trey
1531,3.0,Treytorrens (Payerne),10,107.3,VD,Treytorrens
1532,1.0,Villarzel,19,30.71641791044776,VD,Villarzel
1533,19.0,Valbroye,87,185.1924914675768,VD,Valbroye
1534,45.0,Château-d'Oex,172,280.81478873239433,VD,Château-d'Oex
1535,11.0,Rossinière,37,252.34549549549547,VD,Rossinière
1536,18.0,Rougemont,85,172.12389830508477,VD,Rougemont
1537,3.0,Allaman,9,37.5,VD,Allaman
1538,1.0,Bursinel,11,32.41379310344828,VD,Bursinel
1539,1.0,Bursins,12,6.25,VD,Bursins
1540,1.0,Burtigny,11,54.53333333333333,VD,Burtigny
1541,2.0,Essertines-sur-Rolle,14,24.5,VD,Essertines-sur-Rolle
1542,3.0,Gilly,15,10.690909090909091,VD,Gilly
1543,3.0,Luins,9,139.25882352941176,VD,Luins
1544,2.0,Mont-sur-Rolle,26,4.395604395604396,VD,Mont-sur-Rolle
1545,0.0,Perroy,8,0.0,VD,Perroy
1546,1.0,Tartegnin,9,21.305555555555557,VD,Tartegnin
1547,3.0,L'Abbaye,24,176.42857142857142,VD,L'Abbaye
1548,7.0,Le Chenit,61,49.80975609756098,VD,Le Chenit
1549,3.0,Le Lieu,32,42.068627450980394,VD,Le Lieu
1550,6.0,Blonay,18,81.09375,VD,Blonay
1551,9.0,Chardonne,25,148.61363636363637,VD,Chardonne
1552,3.0,Corsier-sur-Vevey,12,147.94285714285715,VD,Corsier-sur-Vevey
1553,2.0,Jongny,8,309.09090909090907,VD,Jongny
1554,6.0,Montreux,28,36.91141304347826,VD,Montreux
1555,5.0,Saint-Légier-La Chiésaz,18,63.266666666666666,VD,Saint-Légier-La Chiésaz
1556,2.0,Belmont-sur-Yverdon,15,23.2,VD,Belmont-sur-Yverdon
1557,2.0,Champvent,25,8.536585365853659,VD,Champvent
1558,3.0,Cronay,13,43.916666666666664,VD,Cronay
1559,3.0,Cuarny,10,89.05,VD,Cuarny
1560,3.0,Démoret,12,113.04347826086956,VD,Démoret
1561,6.0,Donneloye,21,162.94805194805195,VD,Donneloye
1562,1.0,Mathod,19,50.80701754385965,VD,Mathod
1563,2.0,Molondin,8,53.940625,VD,Molondin
1564,0.0,Montagny-près-Yverdon,8,0.0,VD,Montagny-près-Yverdon
1565,2.0,Oppens,11,25.806451612903224,VD,Oppens
1566,0.0,Orges,8,0.0,VD,Orges
1567,2.0,Orzens,7,206.23076923076923,VD,Orzens
1568,8.0,Pomy,18,124.36949152542373,VD,Pomy
1569,4.0,Rovray,11,49.75,VD,Rovray
1570,0.0,Suchy,16,0.0,VD,Suchy
1571,2.0,Suscévaz,9,152.77777777777777,VD,Suscévaz
1572,0.0,Ursins,8,0.0,VD,Ursins
1573,1.0,Valeyres-sous-Ursins,10,87.58333333333333,VD,Valeyres-sous-Ursins
1574,3.0,Yverdon-les-Bains,15,55.851063829787236,VD,Yverdon-les-Bains
1575,6.0,Yvonand,18,221.78688524590163,VD,Yvonand
1576,8.0,Brig-Glis,43,33.31972789115646,VS,Brig-Glis
1577,1.0,Eggerberg,15,1.0,VS,Eggerberg
1578,40.0,Naters,113,132.04041769041768,VS,Naters
1579,12.0,Ried-Brig,48,28.589440993788816,VS,Ried-Brig
1580,2.0,Simplon,39,8.027586206896551,VS,Simplon
1581,7.0,Termen,27,28.153061224489797,VS,Termen
1582,0.0,Zwischbergen,13,0.0,VS,Zwischbergen
1583,15.0,Ardon,26,85.37469135802469,VS,Ardon
1584,24.0,Chamoson,80,78.55922131147541,VS,Chamoson
1585,34.0,Conthey,115,86.88724928366763,VS,Conthey
1586,64.0,Nendaz,107,100.00612813370472,VS,Nendaz
1587,33.0,Vétroz,53,88.33827160493827,VS,Vétroz
1588,73.0,Bagnes,110,144.6614406779661,VS,Bagnes
1589,0.0,Bourg-Saint-Pierre,16,0.0,VS,Bourg-Saint-Pierre
1590,15.0,Liddes,34,166.90817307692308,VS,Liddes
1591,32.0,Orsières,72,132.68481012658228,VS,Orsières
1592,7.0,Sembrancher,19,136.55737704918033,VS,Sembrancher
1593,20.0,Vollèges,34,109.2280701754386,VS,Vollèges
1594,3.0,Bellwald,8,73.49838709677418,VS,Bellwald
1595,3.0,Binn,9,18.75,VS,Binn
1596,3.0,Ernen,23,85.29411764705883,VS,Ernen
1597,2.0,Fiesch,7,44.44444444444444,VS,Fiesch
1598,4.0,Fieschertal,11,64.56818181818181,VS,Fieschertal
1599,1.0,Lax,11,15.625,VS,Lax
1600,5.0,Obergoms,38,7.321428571428571,VS,Obergoms
1601,8.0,Goms,62,12.0,VS,Goms
1602,27.0,Ayent,54,79.63649425287356,VS,Ayent
1603,54.0,Evolène,88,165.636917562724,VS,Evolène
1604,16.0,Hérémence,40,203.95375,VS,Hérémence
1605,6.0,Saint-Martin (VS),14,167.9111111111111,VS,Saint-Martin
1606,9.0,Vex,19,431.75882352941176,VS,Vex
1607,5.0,Mont-Noble,13,399.0816326530612,VS,Mont-Noble
1608,10.0,Agarn,15,57.699999999999996,VS,Agarn
1609,6.0,Albinen,7,102.0,VS,Albinen
1610,3.0,Ergisch,14,63.071999999999996,VS,Ergisch
1611,33.0,Leuk,57,134.3943298969072,VS,Leuk
1612,9.0,Leukerbad,22,90.53521126760563,VS,Leukerbad
1613,3.0,Oberems,10,16.27777777777778,VS,Oberems
1614,27.0,Salgesch,87,50.97027491408935,VS,Salgesch
1615,12.0,Varen,40,51.74666666666667,VS,Varen
1616,3.0,Guttet-Feschel,8,186.64285714285714,VS,Guttet-Feschel
1617,18.0,Gampel-Bratsch,36,45.949999999999996,VS,Gampel-Bratsch
1618,18.0,Turtmann-Unterems,38,56.161023622047246,VS,Turtmann-Unterems
1619,8.0,Charrat,15,59.425925925925924,VS,Charrat
1620,34.0,Fully,145,37.30569892473119,VS,Fully
1621,23.0,Isérables,33,196.88454545454545,VS,Isérables
1622,25.0,Leytron,78,74.6243137254902,VS,Leytron
1623,25.0,Martigny,29,274.48979591836735,VS,Martigny
1624,10.0,Martigny-Combe,27,84.93827160493827,VS,Martigny-Combe
1625,12.0,Riddes,22,211.01393442622953,VS,Riddes
1626,14.0,Saillon,38,53.642276422764226,VS,Saillon
1627,19.0,Saxon,43,53.41726618705036,VS,Saxon
1628,5.0,Champéry,58,26.528070175438597,VS,Champéry
1629,8.0,Collombey-Muraz,19,310.7846153846154,VS,Collombey-Muraz
1630,2.0,Monthey,21,4.019607843137255,VS,Monthey
1631,8.0,Port-Valais,8,426.15384615384613,VS,Port-Valais
1632,13.0,Troistorrents,66,55.18055555555556,VS,Troistorrents
1633,16.0,Val-d'Illiez,92,46.233552631578945,VS,Val-d'Illiez
1634,3.0,Vionnaz,19,222.72413793103448,VS,Vionnaz
1635,6.0,Vouvry,25,31.645569620253166,VS,Vouvry
1636,2.0,Bitsch,9,17.21212121212121,VS,Bitsch
1637,8.0,Grengiols,28,169.64368932038835,VS,Grengiols
1638,6.0,Riederalp,24,14.873239436619718,VS,Riederalp
1639,7.0,Ausserberg,27,51.630208333333336,VS,Ausserberg
1640,6.0,Blatten,13,281.7459183673469,VS,Blatten
1641,5.0,Bürchen,18,12.22910447761194,VS,Bürchen
1642,2.0,Eischoll,12,16.55108695652174,VS,Eischoll
1643,4.0,Ferden,18,16.365079365079364,VS,Ferden
1644,5.0,Niedergesteln,14,46.037,VS,Niedergesteln
1645,9.0,Raron,29,149.29744897959182,VS,Raron
1646,4.0,Unterbäch,19,13.161290322580646,VS,Unterbäch
1647,13.0,Wiler (Lötschen),16,337.7642857142857,VS,Wiler
1648,6.0,Mörel-Filet,11,34.916250000000005,VS,Mörel-Filet
1649,10.0,Steg-Hohtenn,25,86.53518518518518,VS,Steg-Hohtenn
1650,4.0,Bettmeralp,14,54.30102040816327,VS,Bettmeralp
1651,6.0,Dorénaz,9,64.64285714285714,VS,Dorénaz
1652,3.0,Evionnaz,7,17.708333333333332,VS,Evionnaz
1653,2.0,Massongex,10,9.63888888888889,VS,Massongex
1654,2.0,Saint-Maurice,10,49.88461538461539,VS,Saint-Maurice
1655,4.0,Salvan,12,197.51612903225808,VS,Salvan
1656,10.0,Vérossaz,26,120.93956043956044,VS,Vérossaz
1657,4.0,Chalais,24,22.528735632183906,VS,Chalais
1658,7.0,Chippis,8,113.522,VS,Chippis
1659,12.0,Grône,22,268.44701492537314,VS,Grône
1660,4.0,Icogne,10,45.59375,VS,Icogne
1661,15.0,Lens,39,51.23425196850393,VS,Lens
1662,7.0,Miège,25,50.714285714285715,VS,Miège
1663,8.0,Saint-Léonard,13,153.87439024390244,VS,Saint-Léonard
1664,12.0,Sierre,28,143.75206185567012,VS,Sierre
1665,5.0,Venthône,13,205.10851063829787,VS,Venthône
1666,2.0,Veyras,9,0.06724137931034484,VS,Veyras
1667,32.0,Anniviers,80,84.7491769547325,VS,Anniviers
1668,25.0,Crans-Montana,68,39.90432900432901,VS,Crans-Montana
1669,8.0,Arbaz,19,44.5,VS,Arbaz
1670,4.0,Grimisuat,35,4.088495575221239,VS,Grimisuat
1671,39.0,Savièse,126,39.75870588235294,VS,Savièse
1672,47.0,Sion,80,153.714837398374,VS,Sion
1673,4.0,Veysonnaz,9,63.2,VS,Veysonnaz
1674,3.0,Baltschieder,14,31.020408163265305,VS,Baltschieder
1675,1.0,Eisten,14,4.878048780487805,VS,Eisten
1676,5.0,Embd,22,14.357142857142858,VS,Embd
1677,13.0,Grächen,28,47.46141304347826,VS,Grächen
1678,6.0,Lalden,16,24.20689655172414,VS,Lalden
1679,1.0,Randa,8,1.7241379310344827,VS,Randa
1680,6.0,Saas-Almagell,11,82.35454545454546,VS,Saas-Almagell
1681,4.0,Saas-Balen,11,43.36,VS,Saas-Balen
1682,9.0,Saas-Grund,19,50.657575757575756,VS,Saas-Grund
1683,19.0,St. Niklaus,79,60.511673151750976,VS,St. Niklaus
1684,7.0,Stalden (VS),11,178.3421052631579,VS,Stalden
1685,3.0,Staldenried,17,24.37704918032787,VS,Staldenried
1686,1.0,Täsch,10,7.6923076923076925,VS,Täsch
1687,16.0,Törbel,42,54.483870967741936,VS,Törbel
1688,4.0,Visp,17,40.30625,VS,Visp
1689,37.0,Visperterminen,54,135.6629213483146,VS,Visperterminen
1690,14.0,Zeneggen,16,67.95652173913044,VS,Zeneggen
1691,10.0,Zermatt,21,139.84931506849315,VS,Zermatt
1692,0.0,Boudry,18,0.0,NE,Boudry
1693,0.0,Cortaillod,7,0.0,NE,Cortaillod
1694,1.0,Rochefort,29,2.561764705882353,NE,Rochefort
1695,6.0,Milvignes,16,240.375,NE,Milvignes
1696,12.0,La Grande-Béroche,87,21.202090592334496,NE,La Grande-Béroche
1697,15.0,La Chaux-de-Fonds,87,137.92255892255892,NE,La Chaux-de-Fonds
1698,8.0,Les Planchettes,17,782.0821428571428,NE,Les Planchettes
1699,12.0,La Sagne,45,88.40939597315436,NE,La Sagne
1700,5.0,Les Brenets,14,492.89599999999996,NE,Les Brenets
1701,11.0,La Brévine,71,37.22119815668203,NE,La Brévine
1702,5.0,Brot-Plamboz,32,17.696428571428573,NE,Brot-Plamboz
1703,3.0,Le Cerneux-Péquignot,19,23.289473684210527,NE,Le Cerneux-Péquignot
1704,3.0,La Chaux-du-Milieu,25,8.886363636363637,NE,La Chaux-du-Milieu
1705,5.0,Le Locle,29,74.94285714285714,NE,Le Locle
1706,6.0,Les Ponts-de-Martel,39,145.672131147541,NE,Les Ponts-de-Martel
1707,2.0,Cornaux,7,34.08695652173913,NE,Cornaux
1708,0.0,Cressier (NE),8,0.0,NE,Cressier
1709,1.0,Enges,13,3.975609756097561,NE,Enges
1710,5.0,Le Landeron,17,52.333333333333336,NE,Le Landeron
1711,1.0,Lignières,23,2.5316455696202533,NE,Lignières
1712,2.0,Neuchâtel,11,28.75,NE,Neuchâtel
1713,0.0,Saint-Blaise,9,0.0,NE,Saint-Blaise
1714,0.0,La Tène,9,0.0,NE,La Tène
1715,25.0,Val-de-Ruz,251,94.07399749373432,NE,Val-de-Ruz
1716,5.0,La Côte-aux-Fées,22,72.63571428571429,NE,La Côte-aux-Fées
1717,4.0,Les Verrières,27,30.337078651685392,NE,Les Verrières
1718,34.0,Val-de-Travers,128,604.4948577680526,NE,Val-de-Travers
1719,3.0,Avully,9,75.3076923076923,GE,Avully
1720,11.0,Avusy,12,456.2724999999999,GE,Avusy
1721,5.0,Bardonnex,8,31.12962962962963,GE,Bardonnex
1722,26.0,Bernex,24,201.06781609195403,GE,Bernex
1723,4.0,Cartigny,10,67.66666666666667,GE,Cartigny
1724,10.0,Choulex,9,534.3196428571429,GE,Choulex
1725,7.0,Collex-Bossy,11,91.14545454545454,GE,Collex-Bossy
1726,10.0,Dardagny,23,127.13888888888889,GE,Dardagny
1727,7.0,Gy,9,159.31944444444446,GE,Gy
1728,12.0,Jussy,15,170.96525423728812,GE,Jussy
1729,12.0,Meinier,18,73.75925925925925,GE,Meinier
1730,7.0,Plan-les-Ouates,9,108.421875,GE,Plan-les-Ouates
1731,4.0,Presinge,7,204.83333333333334,GE,Presinge
1732,5.0,Russin,7,184.17499999999998,GE,Russin
1733,14.0,Satigny,33,53.25454545454546,GE,Satigny
1734,13.0,Soral,13,492.45624999999995,GE,Soral
1735,6.0,Troinex,13,270.0,GE,Troinex
1736,4.0,Boécourt,17,83.51916666666666,JU,Boécourt
1737,3.0,Bourrignon,25,62.666666666666664,JU,Bourrignon
1738,1.0,Châtillon (JU),10,5.555555555555555,JU,Châtillon
1739,4.0,Courchapoix,10,97.3425,JU,Courchapoix
1740,7.0,Courrendlin,26,150.70869565217393,JU,Courrendlin
1741,2.0,Courroux,38,14.418604651162791,JU,Courroux
1742,6.0,Courtételle,17,55.42372881355932,JU,Courtételle
1743,4.0,Delémont,19,32.45161290322581,JU,Delémont
1744,5.0,Develier,20,68.06060606060606,JU,Develier
1745,0.0,Ederswiler,7,0.0,JU,Ederswiler
1746,3.0,Mervelier,13,13.26530612244898,JU,Mervelier
1747,1.0,Movelier,8,61.8125,JU,Movelier
1748,5.0,Pleigne,21,42.03125,JU,Pleigne
1749,0.0,Rossemaison,7,0.0,JU,Rossemaison
1750,1.0,Saulcy,14,7.673076923076923,JU,Saulcy
1751,17.0,Haute-Sorne,76,39.09927536231884,JU,Haute-Sorne
1752,17.0,Val Terbi,65,65.96608695652174,JU,Val Terbi
1753,2.0,Le Bémont (JU),34,3.3057851239669422,JU,Le Bémont
1754,6.0,Les Bois,56,15.533908045977013,JU,Les Bois
1755,6.0,Les Breuleux,22,23.251785714285717,JU,Les Breuleux
1756,0.0,La Chaux-des-Breuleux,9,0.0,JU,La Chaux-des-Breuleux
1757,1.0,Les Enfers,11,5.0,JU,Les Enfers
1758,9.0,Les Genevez (JU),23,68.92162162162163,JU,Les Genevez
1759,4.0,Lajoux (JU),22,43.16184210526316,JU,Lajoux
1760,6.0,Montfaucon,30,26.666666666666668,JU,Montfaucon
1761,7.0,Muriaux,45,19.374844720496895,JU,Muriaux
1762,1.0,Le Noirmont,21,24.94871794871795,JU,Le Noirmont
1763,6.0,Saignelégier,46,23.672,JU,Saignelégier
1764,5.0,Saint-Brais,26,162.30204081632652,JU,Saint-Brais
1765,2.0,Soubey,17,141.9042372881356,JU,Soubey
1766,3.0,Alle,17,9.228571428571428,JU,Alle
1767,4.0,Beurnevésin,12,153.07692307692307,JU,Beurnevésin
1768,7.0,Boncourt,16,165.2941176470588,JU,Boncourt
1769,2.0,Bonfol,14,7.8431372549019605,JU,Bonfol
1770,5.0,Bure,11,386.8235294117647,JU,Bure
1771,1.0,Coeuve,14,4.166666666666667,JU,Coeuve
1772,2.0,Cornol,12,39.891891891891895,JU,Cornol
1773,0.0,Courchavon,7,0.0,JU,Courchavon
1774,2.0,Courgenay,35,104.7782786885246,JU,Courgenay
1775,4.0,Courtedoux,11,58.411764705882355,JU,Courtedoux
1776,1.0,Damphreux,9,24.0,JU,Damphreux
1777,2.0,Fahy,15,12.5,JU,Fahy
1778,1.0,Fontenais,21,3.3815789473684212,JU,Fontenais
1779,2.0,Grandfontaine,14,9.75609756097561,JU,Grandfontaine
1780,4.0,Lugnez,9,413.3333333333333,JU,Lugnez
1781,1.0,Porrentruy,17,38.65384615384615,JU,Porrentruy
1782,1.0,Vendlincourt,11,64.88,JU,Vendlincourt
1783,8.0,Basse-Allaine,33,49.25423728813559,JU,Basse-Allaine
1784,8.0,Clos du Doubs,86,32.27437722419929,JU,Clos du Doubs
1785,8.0,Haute-Ajoie,53,138.49817708333333,JU,Haute-Ajoie
1786,11.0,La Baroche,40,87.76319444444445,JU,La Baroche
