,KUERZUNGEN,GDE_NAME,BETRIEBE_TOTAL,KUERZUNGEN_BETRAG_AVG,ABJ_KANTON,GDE_CLEAN
946,11.0,Quarten,55,58.013471502590676,SG,Quarten
947,6.0,Sargans,24,178.79176470588234,SG,Sargans
948,14.0,Vilters-Wangs,46,41.260884353741496,SG,Vilters-Wangs
949,16.0,Walenstadt,62,106.1256157635468,SG,Walenstadt
950,20.0,Amden,50,48.56216931216931,SG,Amden
951,14.0,Benken (SG),65,135.60434782608695,SG,Benken
952,26.0,Kaltbrunn,56,217.2629268292683,SG,Kaltbrunn
953,29.0,Schänis,103,126.83975741239892,SG,Schänis
954,6.0,Weesen,15,103.74468085106383,SG,Weesen
955,5.0,Schmerikon,7,46.42857142857143,SG,Schmerikon
956,8.0,Uznach,15,171.53583333333333,SG,Uznach
957,9.0,Rapperswil-Jona,35,124.78677685950414,SG,Rapperswil-Jona
958,27.0,Gommiswald,100,160.91037463976946,SG,Gommiswald
959,38.0,Eschenbach (SG),179,59.49192245557351,SG,Eschenbach
960,19.0,Ebnat-Kappel,94,12.961918604651162,SG,Ebnat-Kappel
961,18.0,Wildhaus-Alt St. Johann,146,11.433675373134328,SG,Wildhaus-Alt St. Johann
962,34.0,Nesslau,277,22.193790149892934,SG,Nesslau
963,37.0,Hemberg,73,161.56622137404582,SG,Hemberg
964,13.0,Oberhelfenschwil,44,162.77091503267974,SG,Oberhelfenschwil
965,41.0,Neckertal,165,56.08579234972677,SG,Neckertal
966,39.0,Wattwil,168,274.6382705479452,SG,Wattwil
967,42.0,Kirchberg (SG),166,78.43775337837837,SG,Kirchberg
968,19.0,Lütisburg,49,74.42880434782609,SG,Lütisburg
969,35.0,Mosnang,157,51.56226086956521,SG,Mosnang
970,37.0,Bütschwil-Ganterschwil,108,72.64099462365591,SG,Bütschwil-Ganterschwil
971,16.0,Degersheim,45,28.543046357615893,SG,Degersheim
972,7.0,Flawil,31,26.179464285714285,SG,Flawil
973,18.0,Jonschwil,41,250.75664335664334,SG,Jonschwil
974,11.0,Oberuzwil,53,363.3160326086956,SG,Oberuzwil
975,7.0,Uzwil,39,98.43675213675213,SG,Uzwil
976,12.0,Niederbüren,64,418.5839285714286,SG,Niederbüren
977,30.0,Niederhelfenschwil,75,296.83953488372094,SG,Niederhelfenschwil
978,17.0,Oberbüren,74,91.62392156862745,SG,Oberbüren
979,6.0,Zuzwil (SG),20,55.97430555555556,SG,Zuzwil
980,22.0,Wil (SG),54,133.41639784946236,SG,Wil
981,12.0,Andwil (SG),21,372.68690476190477,SG,Andwil
982,10.0,Gaiserwald,33,49.94916666666666,SG,Gaiserwald
983,35.0,Gossau (SG),96,133.6845132743363,SG,Gossau
984,35.0,Waldkirch,117,76.68209134615384,SG,Waldkirch
985,44.0,Vaz/Obervaz,49,196.7145251396648,GR,Vaz/Obervaz
986,9.0,Lantsch/Lenz,12,323.1463414634146,GR,Lantsch/Lenz
987,35.0,Albula/Alvra,59,92.39833333333334,GR,Albula/Alvra
988,119.0,Surses,121,598.2301526717557,GR,Surses
989,20.0,Bergün Filisur,37,104.97740740740741,GR,Bergün Filisur
990,24.0,Brusio,45,200.2183333333333,GR,Brusio
991,73.0,Poschiavo,127,201.69549653579676,GR,Poschiavo
992,18.0,Falera,16,352.63416666666666,GR,Falera
993,9.0,Laax,11,205.78611111111113,GR,Laax
994,6.0,Sagogn,8,279.6375,GR,Sagogn
995,8.0,Schluein,7,144.21785714285716,GR,Schluein
996,33.0,Vals,53,177.5465317919075,GR,Vals
997,81.0,Lumnezia,167,139.14893992932863,GR,Lumnezia
998,89.0,Ilanz/Glion,115,303.6335411471321,GR,Ilanz/Glion
999,15.0,Scharans,16,183.6669642857143,GR,Scharans
1000,2.0,Sils im Domleschg,7,12.64782608695652,GR,Sils im Domleschg
1001,50.0,Cazis,50,295.09819277108437,GR,Cazis
1002,6.0,Flerden,20,69.91780821917808,GR,Flerden
1003,11.0,Masein,7,353.58035714285717,GR,Masein
1004,14.0,Thusis,10,258.1333333333333,GR,Thusis
1005,18.0,Tschappina,25,77.75287356321839,GR,Tschappina
1006,15.0,Urmein,9,426.1916666666667,GR,Urmein
1007,53.0,Safiental,111,85.07800982800983,GR,Safiental
1008,51.0,Domleschg,65,409.0208333333333,GR,Domleschg
1009,22.0,Avers,28,861.020202020202,GR,Avers
1010,10.0,Sufers,13,471.7476744186046,GR,Sufers
1011,11.0,Andeer,24,89.72183098591547,GR,Andeer
1012,8.0,Casti-Wergenstein,7,280.0888888888889,GR,Casti-Wergenstein
1013,23.0,Donat,24,164.6380681818182,GR,Donat
1014,4.0,Lohn (GR),10,84.92812500000001,GR,Lohn
1015,8.0,Mathon,10,172.01285714285717,GR,Mathon
1016,12.0,Zillis-Reischen,12,428.92386363636365,GR,Zillis-Reischen
1017,51.0,Rheinwald,74,276.91050583657585,GR,Rheinwald
1018,11.0,Bonaduz,11,370.735,GR,Bonaduz
1019,24.0,Domat/Ems,18,732.89453125,GR,Domat/Ems
1020,8.0,Rhäzüns,11,651.0151515151515,GR,Rhäzüns
1021,6.0,Felsberg,8,89.5609375,GR,Felsberg
1022,22.0,Flims,31,332.31980198019806,GR,Flims
1023,9.0,Tamins,13,212.69130434782608,GR,Tamins
1024,14.0,Trin,18,280.30909090909086,GR,Trin
1025,25.0,Zernez,48,138.19550561797752,GR,Zernez
1026,32.0,Samnaun,26,251.50430107526884,GR,Samnaun
1027,109.0,Scuol,148,213.74090909090907,GR,Scuol
1028,37.0,Valsot,61,624.0966321243524,GR,Valsot
1029,5.0,Bever,15,230.34313725490196,GR,Bever
1030,3.0,Madulain,7,48.0,GR,Madulain
1031,5.0,Pontresina,12,59.07857142857143,GR,Pontresina
1032,9.0,La Punt-Chamues-ch,15,98.41,GR,La Punt-Chamues-ch
1033,10.0,Samedan,13,199.07291666666666,GR,Samedan
1034,14.0,S-chanf,28,392.32329545454553,GR,S-chanf
1035,12.0,Sils im Engadin/Segl,21,183.30999999999997,GR,Sils im Engadin/Segl
1036,3.0,Silvaplana,7,278.46250000000003,GR,Silvaplana
1037,14.0,Zuoz,23,232.96971830985913,GR,Zuoz
1038,26.0,Bregaglia,52,160.38888888888889,GR,Bregaglia
1039,11.0,Lostallo,16,541.6379310344828,GR,Lostallo
1040,14.0,Mesocco,31,169.9535,GR,Mesocco
1041,11.0,Soazza,8,834.0887096774194,GR,Soazza
1042,8.0,Cama,7,456.5357142857143,GR,Cama
1043,19.0,Grono,19,337.3333333333333,GR,Grono
1044,15.0,Roveredo (GR),21,261.13666666666666,GR,Roveredo
1045,15.0,San Vittore,10,589.6305555555556,GR,San Vittore
1046,16.0,Calanca,33,117.62752808988765,GR,Calanca
1047,37.0,Val Müstair,80,133.33636363636364,GR,Val Müstair
1048,83.0,Davos,136,252.96810699588477,GR,Davos
1049,22.0,Fideris,28,233.0791208791209,GR,Fideris
1050,18.0,Furna,24,70.64573170731708,GR,Furna
1051,32.0,Jenaz,28,461.2212962962963,GR,Jenaz
1052,83.0,Klosters-Serneus,104,208.85239361702128,GR,Klosters-Serneus
1053,6.0,Conters im Prättigau,13,53.12211538461539,GR,Conters im Prättigau
1054,12.0,Küblis,15,85.1107142857143,GR,Küblis
1055,75.0,Luzein,91,334.8559451219512,GR,Luzein
1056,19.0,Chur,28,440.293,GR,Chur
1057,39.0,Churwalden,46,222.05284090909092,GR,Churwalden
1058,83.0,Arosa,76,527.7751851851851,GR,Arosa
1059,8.0,Maladers,7,556.1326086956522,GR,Maladers
1060,6.0,Tschiertschen-Praden,14,87.7909090909091,GR,Tschiertschen-Praden
1061,12.0,Haldenstein,16,331.2192307692308,GR,Haldenstein
1062,20.0,Trimmis,32,842.3539823008849,GR,Trimmis
1063,14.0,Untervaz,21,238.62371794871797,GR,Untervaz
1064,17.0,Zizers,18,189.70694444444445,GR,Zizers
1065,26.0,Fläsch,26,1009.12,GR,Fläsch
1066,24.0,Jenins,28,385.3156862745098,GR,Jenins
1067,45.0,Maienfeld,46,466.5527272727273,GR,Maienfeld
1068,18.0,Malans,26,507.21777777777777,GR,Malans
1069,26.0,Landquart,30,380.54954545454547,GR,Landquart
1070,37.0,Grüsch,56,96.03763157894737,GR,Grüsch
1071,36.0,Schiers,60,203.467,GR,Schiers
1072,56.0,Seewis im Prättigau,38,430.61587837837834,GR,Seewis im Prättigau
1073,53.0,Breil/Brigels,68,407.9068281938326,GR,Breil/Brigels
1074,39.0,Disentis/Mustér,59,223.76790697674414,GR,Disentis/Mustér
1075,21.0,Medel (Lucmagn),40,88.63,GR,Medel
1076,31.0,Sumvitg,55,172.7034574468085,GR,Sumvitg
1077,18.0,Tujetsch,30,176.0594017094017,GR,Tujetsch
1078,18.0,Trun,39,69.11595744680851,GR,Trun
1079,61.0,Obersaxen Mundaun,63,215.9911111111111,GR,Obersaxen Mundaun
1080,18.0,Densbüren,27,89.6736559139785,AG,Densbüren
1081,9.0,Erlinsbach (AG),18,69.96323529411765,AG,Erlinsbach
1082,12.0,Gränichen,23,307.7779411764706,AG,Gränichen
1083,2.0,Küttigen,11,99.36842105263158,AG,Küttigen
1084,7.0,Muhen,18,43.96666666666666,AG,Muhen
1085,3.0,Suhr,12,149.125,AG,Suhr
1086,6.0,Bellikon,14,38.297872340425535,AG,Bellikon
1087,10.0,Bergdietikon,18,129.6308823529412,AG,Bergdietikon
1088,1.0,Birmenstorf (AG),10,52.5,AG,Birmenstorf
1089,8.0,Freienwil,11,739.3774999999999,AG,Freienwil
1090,4.0,Gebenstorf,9,52.44444444444444,AG,Gebenstorf
1091,14.0,Künten,11,261.68285714285713,AG,Künten
1092,4.0,Mellingen,7,98.25,AG,Mellingen
1093,3.0,Niederrohrdorf,8,43.67307692307692,AG,Niederrohrdorf
1094,3.0,Oberrohrdorf,9,134.63500000000002,AG,Oberrohrdorf
1095,4.0,Obersiggenthal,16,69.13584905660377,AG,Obersiggenthal
1096,7.0,Remetschwil,17,89.875,AG,Remetschwil
1097,7.0,Spreitenbach,8,394.28888888888883,AG,Spreitenbach
1098,5.0,Stetten (AG),15,62.00729166666667,AG,Stetten
1099,9.0,Untersiggenthal,11,394.9141025641026,AG,Untersiggenthal
1100,11.0,Wettingen,13,106.08365384615385,AG,Wettingen
1101,7.0,Würenlingen,12,128.0888888888889,AG,Würenlingen
1102,7.0,Würenlos,13,95.10204081632654,AG,Würenlos
1103,11.0,Ehrendingen,19,163.46969696969697,AG,Ehrendingen
1104,5.0,Berikon,12,172.0909090909091,AG,Berikon
1105,8.0,Bremgarten (AG),10,270.771875,AG,Bremgarten
1106,5.0,Büttikon,7,266.34375,AG,Büttikon
1107,7.0,Dottikon,7,732.0375,AG,Dottikon
1108,6.0,Fischbach-Göslikon,9,77.56029411764706,AG,Fischbach-Göslikon
1109,5.0,Hägglingen,31,10.971428571428572,AG,Hägglingen
1110,11.0,Jonen,20,121.90234375,AG,Jonen
1111,6.0,Niederwil (AG),19,27.717741935483872,AG,Niederwil
1112,0.0,Oberlunkhofen,11,0.0,AG,Oberlunkhofen
1113,6.0,Oberwil-Lieli,13,43.75,AG,Oberwil-Lieli
1114,6.0,Rudolfstetten-Friedlisberg,14,81.99318181818181,AG,Rudolfstetten-Friedlisberg
1115,13.0,Sarmenstorf,23,290.780625,AG,Sarmenstorf
1116,3.0,Uezwil,11,11.25,AG,Uezwil
1117,6.0,Unterlunkhofen,14,100.64489795918368,AG,Unterlunkhofen
1118,16.0,Villmergen,24,293.1328947368421,AG,Villmergen
1119,9.0,Wohlen (AG),13,245.07058823529414,AG,Wohlen
1120,3.0,Zufikon,10,115.20857142857142,AG,Zufikon
1121,0.0,Islisberg,7,0.0,AG,Islisberg
1122,4.0,Birrhard,10,102.66666666666667,AG,Birrhard
1123,4.0,Bözen,9,670.4000000000001,AG,Bözen
1124,6.0,Effingen,15,131.18725490196078,AG,Effingen
1125,3.0,Elfingen,8,17.2,AG,Elfingen
1126,3.0,Lupfig,16,14.622641509433961,AG,Lupfig
1127,10.0,Mandach,17,132.1419642857143,AG,Mandach
1128,3.0,Mönthal,7,31.2,AG,Mönthal
1129,5.0,Remigen,13,81.47999999999999,AG,Remigen
1130,4.0,Riniken,9,166.7765625,AG,Riniken
1131,7.0,Rüfenach,11,384.4848837209302,AG,Rüfenach
1132,18.0,Thalheim (AG),21,139.4041095890411,AG,Thalheim
1133,7.0,Veltheim (AG),12,109.00952380952383,AG,Veltheim
1134,7.0,Villigen,20,23.983333333333334,AG,Villigen
1135,3.0,Villnachern,10,163.63636363636363,AG,Villnachern
1136,20.0,Bözberg,40,116.3944055944056,AG,Bözberg
1137,12.0,Schinznach,27,164.0,AG,Schinznach
1138,1.0,Beinwil am See,7,51.42857142857143,AG,Beinwil am See
1139,4.0,Birrwil,9,213.6222222222222,AG,Birrwil
1140,4.0,Dürrenäsch,10,70.92105263157895,AG,Dürrenäsch
1141,10.0,Gontenschwil,28,35.476404494382024,AG,Gontenschwil
1142,5.0,Holziken,8,298.9409090909091,AG,Holziken
1143,1.0,Leimbach (AG),7,37.4425925925926,AG,Leimbach
1144,6.0,Leutwil,9,1313.607575757576,AG,Leutwil
1145,3.0,Menziken,7,167.0625,AG,Menziken
1146,10.0,Oberkulm,28,75.87656249999999,AG,Oberkulm
1147,4.0,Reinach (AG),23,94.34527027027028,AG,Reinach
1148,4.0,Schlossrued,35,14.915254237288135,AG,Schlossrued
1149,16.0,Schmiedrued,45,75.12916666666666,AG,Schmiedrued
1150,11.0,Teufenthal (AG),11,338.27058823529416,AG,Teufenthal
1151,10.0,Unterkulm,23,564.0703947368422,AG,Unterkulm
1152,7.0,Zetzwil,17,695.4285714285714,AG,Zetzwil
1153,7.0,Eiken,12,829.047619047619,AG,Eiken
1154,2.0,Frick,11,105.64142857142858,AG,Frick
1155,6.0,Gansingen,24,21.842105263157894,AG,Gansingen
1156,12.0,Gipf-Oberfrick,29,176.02551020408163,AG,Gipf-Oberfrick
1157,15.0,Herznach,23,275.9074074074074,AG,Herznach
1158,3.0,Hornussen,14,54.829787234042556,AG,Hornussen
1159,10.0,Kaisten,32,122.12252252252253,AG,Kaisten
1160,10.0,Laufenburg,29,66.62771739130434,AG,Laufenburg
1161,16.0,Oberhof,25,298.3296703296703,AG,Oberhof
1162,4.0,Oeschgen,9,792.6444444444445,AG,Oeschgen
1163,5.0,Ueken,10,101.11515151515152,AG,Ueken
1164,9.0,Wittnau,15,172.0423076923077,AG,Wittnau
1165,16.0,Wölflinswil,32,108.0311965811966,AG,Wölflinswil
1166,8.0,Zeihen,22,71.12112676056339,AG,Zeihen
1167,15.0,Mettauertal,47,171.83136645962733,AG,Mettauertal
1168,2.0,Egliswil,13,9.712765957446809,AG,Egliswil
1169,4.0,Fahrwangen,10,77.35,AG,Fahrwangen
1170,2.0,Hallwil,7,77.1925,AG,Hallwil
1171,4.0,Hendschiken,10,231.44102564102565,AG,Hendschiken
1172,3.0,Lenzburg,11,42.5,AG,Lenzburg
1173,4.0,Meisterschwanden,8,247.32708333333335,AG,Meisterschwanden
1174,0.0,Möriken-Wildegg,12,0.0,AG,Möriken-Wildegg
1175,3.0,Rupperswil,7,17.963461538461537,AG,Rupperswil
1176,4.0,Schafisheim,10,197.44,AG,Schafisheim
1177,11.0,Seengen,22,76.671875,AG,Seengen
1178,11.0,Seon,22,220.4390410958904,AG,Seon
1179,3.0,Abtwil,21,17.714285714285715,AG,Abtwil
1180,13.0,Aristau,25,174.91333333333333,AG,Aristau
1181,9.0,Auw,32,42.38965517241379,AG,Auw
1182,11.0,Beinwil (Freiamt),51,78.43704819277109,AG,Beinwil
1183,2.0,Besenbüren,12,28.636363636363637,AG,Besenbüren
1184,2.0,Bettwil,14,21.818181818181817,AG,Bettwil
1185,21.0,Boswil,41,213.4763888888889,AG,Boswil
1186,7.0,Bünzen,20,75.31212121212121,AG,Bünzen
1187,2.0,Buttwil,11,51.282051282051285,AG,Buttwil
1188,15.0,Dietwil,25,377.0310810810811,AG,Dietwil
1189,3.0,Geltwil,11,58.5625,AG,Geltwil
1190,6.0,Kallern,14,52.848,AG,Kallern
1191,25.0,Merenschwand,46,227.04018987341772,AG,Merenschwand
1192,11.0,Mühlau,22,267.3222222222222,AG,Mühlau
1193,20.0,Muri (AG),36,140.6033582089552,AG,Muri
1194,7.0,Oberrüti,24,70.69276315789473,AG,Oberrüti
1195,6.0,Rottenschwil,10,397.4166666666667,AG,Rottenschwil
1196,29.0,Sins,88,326.4966777408638,AG,Sins
1197,7.0,Waltenschwil,17,362.51328125,AG,Waltenschwil
1198,6.0,Hellikon,28,65.51718749999999,AG,Hellikon
1199,6.0,Magden,14,316.774,AG,Magden
1200,18.0,Möhlin,41,199.46678321678323,AG,Möhlin
1201,4.0,Obermumpf,10,92.07,AG,Obermumpf
1202,2.0,Olsberg,9,31.515151515151516,AG,Olsberg
1203,9.0,Schupfart,16,1862.2287037037038,AG,Schupfart
1204,3.0,Wallbach,8,89.65625,AG,Wallbach
1205,12.0,Wegenstetten,14,461.4419642857143,AG,Wegenstetten
1206,8.0,Zeiningen,21,108.66216216216216,AG,Zeiningen
1207,10.0,Zuzgen,18,158.4625,AG,Zuzgen
1208,3.0,Bottenwil,12,553.2631578947369,AG,Bottenwil
1209,14.0,Brittnau,38,48.91530612244898,AG,Brittnau
1210,5.0,Kirchleerau,18,51.469090909090916,AG,Kirchleerau
1211,6.0,Kölliken,8,40.55555555555556,AG,Kölliken
1212,1.0,Moosleerau,9,7.916666666666667,AG,Moosleerau
1213,5.0,Murgenthal,21,15.324324324324325,AG,Murgenthal
1214,14.0,Oftringen,27,96.02828282828283,AG,Oftringen
1215,14.0,Reitnau,38,192.77153284671533,AG,Reitnau
1216,8.0,Rothrist,17,73.49705882352941,AG,Rothrist
1217,6.0,Safenwil,13,203.64186046511628,AG,Safenwil
1218,16.0,Staffelbach,23,54.8185393258427,AG,Staffelbach
1219,1.0,Strengelbach,10,6.25,AG,Strengelbach
1220,13.0,Uerkheim,32,222.57162162162163,AG,Uerkheim
1221,9.0,Vordemwald,16,210.84666666666666,AG,Vordemwald
1222,2.0,Wiliberg,7,13.742,AG,Wiliberg
1223,4.0,Zofingen,11,1156.8999999999999,AG,Zofingen
1224,6.0,Baldingen,10,281.7680555555555,AG,Baldingen
1225,6.0,Böbikon,11,177.17386363636362,AG,Böbikon
1226,5.0,Böttstein,11,47.333333333333336,AG,Böttstein
1227,7.0,Döttingen,8,103.47343749999999,AG,Döttingen
1228,11.0,Endingen,28,507.8242718446602,AG,Endingen
1229,3.0,Fisibach,12,17.714285714285715,AG,Fisibach
1230,4.0,Full-Reuenthal,11,60.556097560975616,AG,Full-Reuenthal
1231,4.0,Klingnau,8,76.25,AG,Klingnau
1232,9.0,Leibstadt,14,179.27321428571426,AG,Leibstadt
1233,12.0,Lengnau (AG),32,127.93779527559056,AG,Lengnau
1234,12.0,Leuggern,42,42.33675496688742,AG,Leuggern
1235,11.0,Schneisingen,18,265.8491935483871,AG,Schneisingen
1236,4.0,Siglistorf,7,450.3041666666666,AG,Siglistorf
1237,4.0,Tegerfelden,21,80.82089552238806,AG,Tegerfelden
1238,8.0,Wislikofen,16,175.58534482758623,AG,Wislikofen
1239,5.0,Arbon,9,32.25806451612903,TG,Arbon
1240,7.0,Dozwil,9,65.35714285714286,TG,Dozwil
1241,48.0,Egnach,96,183.1422492401216,TG,Egnach
1242,16.0,Hefenhofen,19,3100.959375,TG,Hefenhofen
1243,3.0,Kesswil,18,171.87314814814815,TG,Kesswil
1244,31.0,Roggwil (TG),45,66.5437908496732,TG,Roggwil
1245,8.0,Romanshorn,15,113.72818181818182,TG,Romanshorn
1246,6.0,Salmsach,8,756.8071428571428,TG,Salmsach
1247,21.0,Sommeri,20,237.15819672131147,TG,Sommeri
1248,10.0,Uttwil,15,50.57692307692308,TG,Uttwil
1249,48.0,Amriswil,73,159.19860557768928,TG,Amriswil
1250,16.0,Bischofszell,28,93.42164948453608,TG,Bischofszell
1251,37.0,Erlen,45,160.2941176470588,TG,Erlen
1252,33.0,Hauptwil-Gottshaus,44,620.1490683229814,TG,Hauptwil-Gottshaus
1253,21.0,Hohentannen,33,193.1708695652174,TG,Hohentannen
1254,20.0,Kradolf-Schönenberg,28,306.47352941176473,TG,Kradolf-Schönenberg
1255,22.0,Sulgen,35,234.5713675213675,TG,Sulgen
1256,13.0,Zihlschlacht-Sitterdorf,41,33.60606060606061,TG,Zihlschlacht-Sitterdorf
1257,21.0,Basadingen-Schlattingen,36,127.1869918699187,TG,Basadingen-Schlattingen
1258,5.0,Diessenhofen,12,16.895833333333332,TG,Diessenhofen
1259,12.0,Schlatt (TG),23,134.43125,TG,Schlatt
1260,39.0,Aadorf,43,518.939527027027,TG,Aadorf
1261,6.0,Felben-Wellhausen,13,59.583333333333336,TG,Felben-Wellhausen
1262,23.0,Frauenfeld,39,86.1528,TG,Frauenfeld
1263,20.0,Gachnang,27,138.68298969072166,TG,Gachnang
1264,20.0,Hüttlingen,29,91.12,TG,Hüttlingen
1265,13.0,Matzingen,25,54.66483516483517,TG,Matzingen
1266,7.0,Neunforn,29,26.02020202020202,TG,Neunforn
1267,9.0,Stettfurt,16,55.357142857142854,TG,Stettfurt
1268,20.0,Thundorf,41,114.48125,TG,Thundorf
1269,30.0,Uesslingen-Buch,52,99.67631578947369,TG,Uesslingen-Buch
1270,23.0,Warth-Weiningen,18,441.98823529411766,TG,Warth-Weiningen
1271,18.0,Altnau,29,66.03645833333333,TG,Altnau
1272,9.0,Ermatingen,13,184.94583333333333,TG,Ermatingen
1273,18.0,Güttingen,35,195.95221238938052,TG,Güttingen
1274,53.0,Kemmental,74,377.5826492537314,TG,Kemmental
1275,4.0,Kreuzlingen,8,49.43478260869565,TG,Kreuzlingen
1276,49.0,Langrickenbach,62,196.59560185185185,TG,Langrickenbach
1277,20.0,Lengwil,35,256.21160714285713,TG,Lengwil
1278,2.0,Münsterlingen,9,11.11111111111111,TG,Münsterlingen
1279,17.0,Tägerwilen,23,263.375,TG,Tägerwilen
1280,10.0,Wäldi,43,24.206015037593986,TG,Wäldi
1281,32.0,Affeltrangen,53,153.14708994708994,TG,Affeltrangen
1282,9.0,Bettwiesen,13,214.11818181818182,TG,Bettwiesen
1283,16.0,Bichelsee-Balterswil,28,162.89077669902912,TG,Bichelsee-Balterswil
1284,21.0,Braunau,31,245.3495575221239,TG,Braunau
1285,12.0,Eschlikon,10,145.53513513513514,TG,Eschlikon
1286,29.0,Fischingen,79,97.67283737024222,TG,Fischingen
1287,10.0,Lommis,21,180.50806451612902,TG,Lommis
1288,8.0,Münchwilen (TG),20,134.53623188405797,TG,Münchwilen
1289,18.0,Schönholzerswilen,50,50.46114130434783,TG,Schönholzerswilen
1290,11.0,Sirnach,32,36.9,TG,Sirnach
1291,11.0,Tobel-Tägerschen,19,302.16136363636366,TG,Tobel-Tägerschen
1292,26.0,Wängi,52,82.718125,TG,Wängi
1293,14.0,Wuppenau,47,47.29182389937107,TG,Wuppenau
1294,11.0,Eschenz,32,76.22636363636363,TG,Eschenz
1295,18.0,Herdern,31,77.79035087719299,TG,Herdern
1296,45.0,Homburg,90,138.54009900990098,TG,Homburg
1297,21.0,Hüttwilen,43,153.5232638888889,TG,Hüttwilen
1298,3.0,Mammern,14,14.634146341463415,TG,Mammern
1299,10.0,Müllheim,20,63.690140845070424,TG,Müllheim
1300,21.0,Pfyn,39,82.4455223880597,TG,Pfyn
1301,20.0,Raperswilen,27,164.20172413793102,TG,Raperswilen
1302,12.0,Salenstein,16,174.88363636363638,TG,Salenstein
1303,6.0,Steckborn,14,36.53846153846154,TG,Steckborn
1304,19.0,Wagenhausen,21,89.53666666666666,TG,Wagenhausen
1305,42.0,Amlikon-Bissegg,52,269.05983606557373,TG,Amlikon-Bissegg
1306,30.0,Berg (TG),41,131.20160256410256,TG,Berg
1307,22.0,Birwinken,43,62.52808641975308,TG,Birwinken
1308,12.0,Bürglen (TG),34,153.26972477064223,TG,Bürglen
1309,46.0,Bussnang,69,136.14260869565217,TG,Bussnang
1310,24.0,Märstetten,40,54.677304964539005,TG,Märstetten
1311,22.0,Weinfelden,31,123.40560747663552,TG,Weinfelden
1312,36.0,Wigoltingen,56,146.54189189189188,TG,Wigoltingen
1313,23.0,Bellinzona,91,46.44878892733564,TI,Bellinzona
1314,1.0,Cadenazzo,15,5.882352941176471,TI,Cadenazzo
1315,3.0,Isone,13,18.47,TI,Isone
1316,2.0,Sant'Antonino,16,7.6923076923076925,TI,Sant'Antonino
1317,5.0,Acquarossa,61,9.573611111111111,TI,Acquarossa
1318,10.0,Blenio,76,9.846153846153847,TI,Blenio
1319,17.0,Serravalle,66,19.712796208530804,TI,Serravalle
1320,6.0,Airolo,38,213.22845528455284,TI,Airolo
1321,0.0,Bedretto,14,0.0,TI,Bedretto
1322,16.0,Faido,72,137.4453917050691,TI,Faido
1323,0.0,Prato (Leventina),8,0.0,TI,Prato
1324,8.0,Quinto,33,126.20538461538462,TI,Quinto
1325,3.0,Brione (Verzasca),18,318.30652173913046,TI,Brione
1326,1.0,Brissago,11,6.0606060606060606,TI,Brissago
1327,0.0,Frasco,8,0.0,TI,Frasco
1328,2.0,Gordola,10,72.4551724137931,TI,Gordola
1329,0.0,Lavertezzo,12,0.0,TI,Lavertezzo
1330,2.0,Locarno,12,159.55104166666666,TI,Locarno
1331,5.0,Sonogno,16,49.075,TI,Sonogno
1332,2.0,Vogorno,10,92.57799999999999,TI,Vogorno
1333,1.0,Onsernone,24,2.985074626865672,TI,Onsernone
1334,4.0,Cugnasco-Gerra,20,198.72916666666666,TI,Cugnasco-Gerra
1335,3.0,Arogno,16,47.06847826086957,TI,Arogno
1336,3.0,Croglio,10,21.428571428571427,TI,Croglio
1337,5.0,Lugano,32,7.63,TI,Lugano
1338,3.0,Mezzovico-Vira,8,27.083333333333332,TI,Mezzovico-Vira
1339,2.0,Sessa,9,52.6448275862069,TI,Sessa
1340,2.0,Capriasca,32,11.346111111111112,TI,Capriasca
1341,1.0,Alto Malcantone,15,350.1797872340426,TI,Alto Malcantone
1342,3.0,Monteceneri,14,14.130434782608695,TI,Monteceneri
1343,2.0,Castel San Pietro,22,41.70846153846154,TI,Castel San Pietro
1344,2.0,Coldrerio,8,18.75,TI,Coldrerio
1345,14.0,Mendrisio,35,133.78,TI,Mendrisio
1346,2.0,Novazzano,18,40.236363636363635,TI,Novazzano
1347,1.0,Stabio,10,59.53636363636363,TI,Stabio
1348,9.0,Breggia,40,19.408870967741937,TI,Breggia
1349,9.0,Biasca,34,351.5631147540985,TI,Biasca
1350,4.0,Riviera,28,18.01195652173913,TI,Riviera
1351,1.0,Bosco/Gurin,7,68.57142857142857,TI,Bosco/Gurin
1352,2.0,Campo (Vallemaggia),8,21.342857142857145,TI,Campo
1353,0.0,Cerentino,7,0.0,TI,Cerentino
1354,5.0,Cevio,18,15.504464285714286,TI,Cevio
1355,6.0,Maggia,26,18.0474025974026,TI,Maggia
1356,7.0,Lavizzara,52,20.787573964497042,TI,Lavizzara
1357,5.0,Avegno Gordevio,15,294.56442307692305,TI,Avegno Gordevio
1358,3.0,Centovalli,16,13.179545454545455,TI,Centovalli
1359,0.0,Gambarogno,22,0.0,TI,Gambarogno
1360,12.0,Aigle,48,50.25,VD,Aigle
1361,24.0,Bex,71,186.6825327510917,VD,Bex
1362,4.0,Chessel,13,27.851063829787233,VD,Chessel
1363,0.0,Lavey-Morcles,9,0.0,VD,Lavey-Morcles
1364,5.0,Leysin,19,133.94180327868852,VD,Leysin
1365,12.0,Noville,17,231.99913793103448,VD,Noville
1366,25.0,Ollon,91,143.27831125827817,VD,Ollon
1367,18.0,Ormont-Dessous,86,145.15733788395906,VD,Ormont-Dessous
